,Buyer,Listing,priceInWei,Seller,Block Sold,BRS,Collateral,XP,Aavegotchi ID,Kinship,MRS,Name,Staked Amount,NRG,AGG,SPK,BRN,EYS,EYC,Body,Face,Eyes,Head,Left Hand,Right Hand,Pet,Background,Naked,Body Item,Face Item,Eyes Item,Head Item,Left Hand Item,Right Hand Item,Pet Item,Background Item
202,0x0f224849def5de048b4b33b692ff4ff4f4551319,84517,650000000000000000000,0x498a885d671eb3c4d17df8f868768e928b29cbda,1622778470,519,maAAVE,70,6168,80,523,booo,78000000000000000,83,99,6,88,59,8,0,18,0,94,0,0,0,0,False,NaN,Aave Hero Mask,NaN,Sweatband,NaN,NaN,NaN,NaN
203,0xa67868fb4f9828d046490dfc6ffb36a1e7651a55,84545,1299000000000000000000,0xc415040996590a6eb82ebb2b323b3fae84268e5d,1622767797,489,maWETH,85,1657,87,489,Calypso,17158544955387775,63,41,68,98,99,97,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
204,0xa709f9904a4e3cf50816609834175446c2246577,81938,9999000000000000000000,0x708800fbf7a7e8e65b1d8bbf651c5c32019e7325,1622764625,553,maTUSD,690,9808,130,593,PlanB,100010000000000000000,0,66,96,99,90,97,56,55,57,59,58,0,0,0,False,Aagent Shirt,Aagent Headset,Aagent Shades,Aagent Fedora Hat,Aagent Pistol,NaN,NaN,NaN
205,0x02aee0ce756fa0157294ff3ff48c1dd02adccf04,84555,950000000000000000000,0xa67868fb4f9828d046490dfc6ffb36a1e7651a55,1622763521,532,maLINK,210,6395,156,538,Need to pay rent,4000000000000000000,79,0,98,90,97,36,109,0,0,108,137,0,0,0,False,Rasta Shirt,NaN,NaN,Rasta Hat,Vote Sign,NaN,NaN,NaN
206,0x2f3045ce8f70757e5cbad58215134aedaf2e4ca4,84506,685000000000000000000,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,1622737851,524,maDAI,135,5431,121,546,Toxin,25000000000000000000,79,80,98,87,23,1,132,18,66,131,130,96,0,0,False,Dragon Wings,Aave Hero Mask,Wizard Visor,Dragon Horns,Fireball,Water bottle,NaN,NaN
207,0xe1a1d5c32888c5b140917b296e82cf3a448f37a6,84352,699000000000000000000,0xfbdd5c349d1686d7b15b27f47217c55fe93d2bfc,1622718317,447,maWETH,95,4357,105,447,AAVEG0TCHI VIETNAM MI0TA,0,90,90,48,49,74,13,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
208,0xc5592b6e87cd2195bb65a73aaa9f83b158578fa1,84403,400000000000000000000,0xa499df2bdae854093e5576c26c9e53e1b30d25e5,1622700481,498,maLINK,70,5449,76,512,Linkatoshi Nakamoto,1000000000000000000,16,99,79,81,95,44,135,146,0,131,3,3,0,0,False,Polygon Shirt,Imperial Moustache,NaN,Dragon Horns,MK2 Grenade,MK2 Grenade,NaN,NaN
209,0x0628c084f4b72c1297e96c7005f309ae89f982a6,84365,520000000000000000000,0xb69c2b724d774ba45295aa1bed29a976150218eb,1622692956,503,maUSDT,140,1802,91,515,},26000000,93,87,11,2,75,57,88,0,117,87,0,0,151,0,False,Miner Jeans,NaN,Cool shades,Miner Helmet,NaN,NaN,Common Rofl,NaN
210,0x39001877121f282464112926294459638214e7bd,84073,1300000000000000000000,0x547c0dbd2fc303c8e97475ec072a58de60ec134a,1622680268,452,maLINK,810,3428,218,452,CHAINLINK GODCHI,0,83,76,23,89,65,57,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
211,0x2848b9f2d4faebaa4838c41071684c70688b455d,84325,1048000000000000000000,0x7fd93c8cfd654b24ef2c4b5fa36d41bea4cf2f90,1622679544,0,0x0000000000000000000000000000000000000000,0,2214,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
212,0x2848b9f2d4faebaa4838c41071684c70688b455d,84353,899000000000000000000,0x39001877121f282464112926294459638214e7bd,1622677462,0,0x0000000000000000000000000000000000000000,0,5197,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
213,0x3b3120e283c08daabb5e3f240e008387ef8a67db,84390,499000000000000000000,0x2f3045ce8f70757e5cbad58215134aedaf2e4ca4,1622677386,500,maYFI,170,151,103,524,JERBICIDA,1800000000000000,93,85,69,66,82,99,8,157,0,7,3,130,0,0,False,Marine Jacket,Lil Pump Goatee,NaN,Marine Cap,MK2 Grenade,Fireball,NaN,NaN
214,0xa499df2bdae854093e5576c26c9e53e1b30d25e5,84387,599000000000000000000,0x2df7baebdf3487bc1862c2fd9835140e33a17727,1622669532,498,maLINK,70,5449,76,512,Linkatoshi Nakamoto,1000000000000000000,16,99,79,81,95,44,135,146,0,131,3,3,0,0,False,Polygon Shirt,Imperial Moustache,NaN,Dragon Horns,MK2 Grenade,MK2 Grenade,NaN,NaN
215,0xed7d2286152b3ac0151b06e4f3dfba37acc5a634,84316,529000000000000000000,0x2f3045ce8f70757e5cbad58215134aedaf2e4ca4,1622622402,506,maWETH,80,6793,95,518,Iron Maiden,17199544955387775,83,72,85,80,82,98,5,0,0,4,6,0,0,0,False,Snow Camo Pants,NaN,NaN,Snow Camo Hat,M67 Grenade,NaN,NaN,NaN
216,0x67fdbb7326a6de4194b1dfee2e1e212952f0092b,84309,449000000000000000000,0xfdf664b594191c4cfb145ff74dc730b47b671e3b,1622619026,494,maLINK,60,9060,77,512,PASSIVE JOJO,1000000000000000000,64,99,20,14,71,90,88,146,36,87,141,123,152,0,False,Miner Jeans,Imperial Moustache,ETH Logo Glasses,Miner Helmet,Gemstone Ring,Apple Juice,Uncommon Rofl,NaN
217,0x2f3045ce8f70757e5cbad58215134aedaf2e4ca4,84310,460000000000000000000,0xfdf664b594191c4cfb145ff74dc730b47b671e3b,1622618942,506,maWETH,80,6793,95,518,Iron Maiden,17199544955387775,83,72,85,80,82,98,5,0,0,4,6,0,0,0,False,Snow Camo Pants,NaN,NaN,Snow Camo Hat,M67 Grenade,NaN,NaN,NaN
218,0x2f3045ce8f70757e5cbad58215134aedaf2e4ca4,84311,479000000000000000000,0xfdf664b594191c4cfb145ff74dc730b47b671e3b,1622618918,500,maYFI,170,151,103,524,JERBICIDA,1800000000000000,93,85,69,66,82,99,8,157,0,7,3,130,0,0,False,Marine Jacket,Lil Pump Goatee,NaN,Marine Cap,MK2 Grenade,Fireball,NaN,NaN
219,0x118b427af645e5e696e6da748bd66ac8e4f5e9a8,84051,888000000000000000000,0x968db69978f99339c5b31f2d0fe0b29666b494d5,1622618872,466,maAAVE,520,9077,13,466,SEPP,0,97,97,6,53,50,70,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
220,0x76e059c6ff6bf9fffd5f33afdf4ab2fd511c9df4,84296,1850000000000000000000,0x311ba22a132b86117530f98c18129e94883f6143,1622617538,500,maTUSD,365,1839,275,514,VNZz Yummy,25000000000000000000,79,62,4,76,88,5,91,140,0,90,123,92,151,0,False,Pajama Shirt,Elf Ears,NaN,Pajama Hat,Apple Juice,Bedtime Milk,Common Rofl,NaN
221,0x3540f28a9ea3615130bf39fc45502444e3672985,84298,850000000000000000000,0x311ba22a132b86117530f98c18129e94883f6143,1622615628,529,maAAVE,10,8582,72,539,Claire Elise Boucher,313504185035088191,86,98,95,26,0,72,22,146,0,21,137,0,151,0,False,Captain Aave Suit,Imperial Moustache,NaN,Captain Aave Mask,Vote Sign,NaN,Common Rofl,NaN
222,0xe7394f05f97257958361329a3fd4f879773c0469,84246,468000000000000000000,0x27fa24351493989cec21947e2721bc9207e51407,1622608238,497,maLINK,40,7652,67,515,,1000000000000000000,71,99,16,68,81,10,88,0,117,136,89,64,0,0,False,Miner Jeans,NaN,Cool shades,Polygon Cap,Pickaxe,Common Wizard Staff,NaN,NaN
223,0x7fd93c8cfd654b24ef2c4b5fa36d41bea4cf2f90,84269,450000000000000000000,0x265b81d155673c607cf86c335ee5779eaee89ff4,1622601698,458,maAAVE,135,4318,113,458,0x,77639751552795025,10,38,56,87,85,74,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
224,0xa532f169cee0e551d4da641031ac78fd85461035,84107,1000000000000000000000,0xf1fced5b0475a935b49b95786adbda2d40794d2d,1622593830,467,maUSDT,700,5661,80,467,007 The secret Aagent,0,60,12,65,41,4,96,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
225,0x3d64ad9d49f471b71b4deaa2b58d29b802be40cc,84259,780000000000000000000,0x47d6f96ba098816389db7c87cbf077de7181b853,1622585350,506,maDAI,165,4117,176,510,Nerd,25000000000000000000,66,93,87,88,0,67,0,0,0,131,0,0,40,0,False,NaN,NaN,NaN,Dragon Horns,NaN,NaN,Foxy Tail,NaN
226,0x174b079bb5aeb7a7ffa2a6407b906a844738428d,84000,8999000000000000000000,0x621351604e300f3f4990aafcc17d0bb23f98ff6e,1622578680,556,maYFI,20,3261,113,682,maverick,15163574300957999,93,97,94,18,94,8,102,157,49,101,103,70,155,0,False,Witchy Cloak,Lil Pump Goatee,Coderdan Shades,Witchy Hat,Witchy Wand,Handsaw,Mythical Rofl,NaN
227,0x1a148a2e2a61d3fceaf58f1e2ad7f8e819b1833d,83679,699000000000000000000,0x38e481367e0c50f4166ad2a1c9fde0e3c662cfba,1622563558,517,maUSDT,220,5515,172,555,Taigabeib,25000000,89,70,94,5,3,31,125,157,36,94,121,96,151,0,False,Track Suit,Lil Pump Goatee,ETH Logo Glasses,Sweatband,Wine,Water bottle,Common Rofl,NaN
228,0x83111e1888c1e49e8703e248edeaa34ef868a1de,84196,560000000000000000000,0x8560f3aa7c2522bfeabca88bb8f5f55efe9611fe,1622559810,507,maTUSD,130,9730,106,547,#May35Memorial,25000000000000000000,23,63,7,9,94,86,81,140,36,80,83,116,152,0,False,Sushi Coat,Elf Ears,ETH Logo Glasses,Sushi Bandana,Sushi Knife,Coconut,Uncommon Rofl,NaN
229,0x79468246f9d93fab01d9e1fa0450a0d2a8023f1e,66611,597000000000000000000,0xaf8f691603f576142438ed78fb8a3316d36d303b,1622543460,509,maDAI,180,3146,118,511,CHUCK_NORRIS,25000000000000000000,89,98,82,75,14,25,0,0,0,0,134,0,0,0,False,NaN,NaN,NaN,NaN,L2 Sign,NaN,NaN,NaN
230,0xeb0dd47b39193610f93094d0c3429bb13a978835,84181,614000000000000000000,0x79468246f9d93fab01d9e1fa0450a0d2a8023f1e,1622542652,507,maWETH,105,6567,98,507,ERC721,17158544955387775,66,95,31,95,93,84,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
231,0x265b81d155673c607cf86c335ee5779eaee89ff4,84176,699000000000000000000,0xe0354d9294bea2165a8a965587f3e34411ba45f0,1622536874,458,maAAVE,135,4318,113,458,0x,77639751552795025,10,38,56,87,85,74,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
232,0x677975399cbd8aa7bd17a4b87c04ed07a85978d4,81896,777000000000000000000,0xa7d7ac8fe7e8693b5599c69cc7d4f6226677845b,1622535370,497,maLINK,200,8229,157,513,Wilhelm Conrad Roentgen,1000000000000000000,25,85,58,90,13,1,135,146,0,136,134,130,0,0,False,Polygon Shirt,Imperial Moustache,NaN,Polygon Cap,L2 Sign,Fireball,NaN,NaN
233,0x6ea267bf02347458bc60745ecd6f333a2b5f800b,83435,490000000000000000000,0x67fdbb7326a6de4194b1dfee2e1e212952f0092b,1622484161,502,maLINK,0,1175,123,508,Incognitom,1000000000000000000,84,6,85,8,47,91,0,0,0,7,89,0,0,0,False,NaN,NaN,NaN,Marine Cap,Pickaxe,NaN,NaN,NaN
234,0xfe33024c2ac51d1b9eff7c996909f8fbfc50d115,83428,699000000000000000000,0xd5157866f7bb8f490e13aba960f689178635ead2,1622480215,516,maTUSD,110,9291,46,526,HODLER,25000000000000000000,17,90,12,72,98,81,0,0,117,67,41,123,40,0,False,NaN,NaN,Cool shades,Straw Hat,Trezor Wallet,Apple Juice,Foxy Tail,NaN
235,0xcfd0f5cf3d4cab672827ff6239d7bcbd0f890743,84059,597000000000000000000,0xed7d2286152b3ac0151b06e4f3dfba37acc5a634,1622471056,508,maWETH,20,7524,55,512,The Way Of The Ghost,17158544955387775,89,38,96,1,27,86,0,0,0,0,38,20,0,0,False,NaN,NaN,NaN,NaN,32 ETH Coin,Aave Plush,NaN,NaN
236,0xf8aaa9bb4605f2fd43a220c8c33a2d9f559dc346,84018,1480000000000000000000,0x1b82602271df9e355edc5d54476a18b3b1a544fb,1622465043,533,maWETH,210,552,205,565,Laendlescholar.tk Ecchi,80000000000000000,27,96,98,89,81,91,56,157,66,59,148,158,152,0,False,Aagent Shirt,Lil Pump Goatee,Wizard Visor,Aagent Fedora Hat,Royal Scepter,Lil Pump Drank,Uncommon Rofl,NaN
237,0xed7d2286152b3ac0151b06e4f3dfba37acc5a634,84053,499000000000000000000,0x2f3045ce8f70757e5cbad58215134aedaf2e4ca4,1622448883,508,maWETH,20,7524,55,512,The Way Of The Ghost,17158544955387775,89,38,96,1,27,86,0,0,0,0,38,20,0,0,False,NaN,NaN,NaN,NaN,32 ETH Coin,Aave Plush,NaN,NaN
238,0x72db34299d4bb489993a49822708ce692cca3eb2,83830,649000000000000000000,0x7ed1084d30c3b8ab395f46344f5d7e6eda5c9476,1622444315,516,maWETH,60,9937,99,532,Miya,20000000000000000,2,90,87,51,6,92,56,0,0,4,134,20,0,0,False,Aagent Shirt,NaN,NaN,Snow Camo Hat,L2 Sign,Aave Plush,NaN,NaN
239,0x86a9ebd5e233156243adf4c31491631b14ea9e71,83354,650000000000000000000,0xe7b6be706a2042e0cd56eabc0d160d2496a0ec2c,1622438737,482,maDAI,305,663,223,492,ghost of tsushima,25000000000000000000,57,17,98,26,30,97,138,0,0,147,137,0,151,0,False,Snapshot Shirt,NaN,NaN,Tiny Crown,Vote Sign,NaN,Common Rofl,NaN
240,0x2f3045ce8f70757e5cbad58215134aedaf2e4ca4,84046,600000000000000000000,0x32e738e5cb8d8c3ffd4cf5a7fd1b772371af58f1,1622438635,508,maWETH,20,7524,55,512,The Way Of The Ghost,17158544955387775,89,38,96,1,27,86,0,0,0,0,38,20,0,0,False,NaN,NaN,NaN,NaN,32 ETH Coin,Aave Plush,NaN,NaN
241,0xffea5a2cfaf1aafbb87a1fe4eed5413da45c30a0,83909,699000000000000000000,0xdf14100b76a5b5fd46fba22b7ac124919cffc92a,1622412209,464,maLINK,390,112,226,464,112,1000000000000000000,72,88,29,101,28,56,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
242,0x6bb48ee6dc739db470e29e3dcf0c3b34e94277db,83954,429000000000000000000,0x8ded09ffe3110d353f02dce34fb56e305e6ae4ac,1622412117,496,maUSDC,5,5072,39,500,Spooky Joe,25000000,62,82,96,92,28,87,19,0,117,90,134,0,0,0,False,Aave Hero Shirt,NaN,Cool shades,Pajama Hat,L2 Sign,NaN,NaN,NaN
243,0x498a885d671eb3c4d17df8f868768e928b29cbda,83994,675000000000000000000,0x265b81d155673c607cf86c335ee5779eaee89ff4,1622402239,519,maAAVE,70,6168,80,523,booo,78000000000000000,83,99,6,88,59,8,0,18,0,94,0,0,0,0,False,NaN,Aave Hero Mask,NaN,Sweatband,NaN,NaN,NaN,NaN
244,0xdf14100b76a5b5fd46fba22b7ac124919cffc92a,83974,1800000000000000000000,0x5c7c0fdc44b44673f070535897d1208104a28950,1622391895,510,maDAI,665,3591,161,510,Cheap XP Boost,0,16,75,35,100,89,93,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
245,0x6b0ab64ba82dab64130fcd7dc1e2f803f7aef730,83897,450000000000000000000,0xe7d0ae1823582e5e6c3a0f9bb0526d380b16edf4,1622381873,502,maUNI,10,1150,65,502,Unit,2000000000000000000,27,89,16,31,93,91,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
246,0x76e059c6ff6bf9fffd5f33afdf4ab2fd511c9df4,83240,750000000000000000000,0x4d04a3bfd8d9eec765412cb03a3020215ea58156,1622380091,515,maTUSD,130,6064,229,527,MIN MIN,25000000000000000000,69,7,74,93,91,90,138,0,0,39,137,41,0,0,False,Snapshot Shirt,NaN,NaN,Foxy Mask,Vote Sign,Trezor Wallet,NaN,NaN
247,0xa67868fb4f9828d046490dfc6ffb36a1e7651a55,82858,1050000000000000000000,0x012477178d3987841ba373f750f745c054b59729,1622371191,532,maLINK,210,6395,156,538,Need to pay rent,4000000000000000000,79,0,98,90,97,36,109,0,0,108,137,0,0,0,False,Rasta Shirt,NaN,NaN,Rasta Hat,Vote Sign,NaN,NaN,NaN
248,0xbc637cb012e76f7e35c0ff5c3f0acb89893b6e97,83898,425000000000000000000,0xe7d0ae1823582e5e6c3a0f9bb0526d380b16edf4,1622364657,463,maUNI,0,4569,5,471,gotchistyle,1086956521739130425,64,17,84,68,70,89,0,0,0,136,0,0,0,0,False,NaN,NaN,NaN,Polygon Cap,NaN,NaN,NaN,NaN
249,0x985116f8c174fe13325d36685424d1796cc11f51,83755,1899000000000000000000,0xcfdd1871c4f267fae9db9e7c84a82f99d2d959b4,1622347321,539,maUSDC,75,7931,108,579,Bruce Willis,100000000,11,88,81,96,81,99,11,0,0,10,12,9,0,0,False,Link Mess Dress,NaN,NaN,Link White Hat,Link Bubbly,Walkie Talkie,NaN,NaN
250,0x4eb172821b5bc013269c4f6f6204f092d44197ec,83680,749000000000000000000,0x38e481367e0c50f4166ad2a1c9fde0e3c662cfba,1622334051,526,maUSDC,235,2683,177,550,DOLLAR GOTCHI,25000000,89,16,1,66,87,2,138,140,0,139,137,92,0,0,False,Snapshot Shirt,Elf Ears,NaN,Snapshot Cap,Vote Sign,Bedtime Milk,NaN,NaN
251,0x31504823f4e30d508be141cf19fba2637726061f,83877,678000000000000000000,0xed7d2286152b3ac0151b06e4f3dfba37acc5a634,1622319115,517,maWETH,100,3868,117,550,SP00KY,17159000000000000,95,6,79,65,93,86,25,18,66,24,26,23,152,0,False,Thaave Suit,Aave Hero Mask,Wizard Visor,Thaave Helmet,Thaave Hammer,Captain Aave Shield,Uncommon Rofl,NaN
252,0x5fc75cbbcddf4398c5c2949a5736e299c1440576,83875,749000000000000000000,0xf31b3a8d219775aa71e942c7748e0174f4506d5f,1622318161,524,maLINK,80,3044,81,556,Captain JSON Parser,1000000000000000000,91,88,66,94,99,19,11,0,0,10,3,3,0,0,False,Link Mess Dress,NaN,NaN,Link White Hat,MK2 Grenade,MK2 Grenade,NaN,NaN
253,0x9b93b3de14160d9ca56512e49f6d94cc761c1612,82878,559000000000000000000,0x498a885d671eb3c4d17df8f868768e928b29cbda,1622311111,508,maUNI,90,1154,66,518,Hayden Adams,1086956521739130425,88,86,15,87,70,87,81,0,0,80,0,0,0,0,False,Sushi Coat,NaN,NaN,Sushi Bandana,NaN,NaN,NaN,NaN
254,0x636db7553dfb9c87dce1a5edf117edcaff1b650a,83271,649000000000000000000,0x52cc79276ee6f36ad9cb1a4504a6c6446b8a3699,1622285277,506,maYFI,195,5401,135,522,Baaron Maasta of Paasta,800000000000000,8,98,16,32,99,37,0,146,0,147,148,3,0,0,False,NaN,Imperial Moustache,NaN,Tiny Crown,Royal Scepter,MK2 Grenade,NaN,NaN
255,0x505d867c40931bf56393f23cfa766fff8fa406e3,82149,725000000000000000000,0x0df670ef3228416d1249ab7a9b32d683444a8565,1622279505,519,maLINK,255,1768,177,541,MR. SANDMAN,1000000000000000000,83,66,1,93,77,3,91,0,0,90,92,93,0,0,False,Pajama Shirt,NaN,NaN,Pajama Hat,Bedtime Milk,Fluffy Pillow,NaN,NaN
256,0x505d867c40931bf56393f23cfa766fff8fa406e3,82226,569000000000000000000,0x38e481367e0c50f4166ad2a1c9fde0e3c662cfba,1622279447,508,maDAI,265,9354,197,528,KITSUNE,25000000000000000000,74,55,1,2,97,81,102,0,36,39,121,41,40,0,False,Witchy Cloak,NaN,ETH Logo Glasses,Foxy Mask,Wine,Trezor Wallet,Foxy Tail,NaN
257,0x2f3045ce8f70757e5cbad58215134aedaf2e4ca4,74608,3000000000000000000000,0x2986e4c5f74d28e0961771650ad4831da33ae17b,1622275609,524,maLINK,80,3044,81,556,Captain JSON Parser,1000000000000000000,91,88,66,94,99,19,11,0,0,10,3,3,0,0,False,Link Mess Dress,NaN,NaN,Link White Hat,MK2 Grenade,MK2 Grenade,NaN,NaN
258,0xe116d5f4ccd817e93a4827b4b1166fb3fa61bec5,83677,419000000000000000000,0x4a90827b0b75b6f55d9679134c52567135c23f3f,1622263891,486,maDAI,40,3412,167,492,polyfloweR,25000000000000000000,82,87,41,93,79,18,109,146,117,108,141,64,0,0,False,Rasta Shirt,Imperial Moustache,Cool shades,Rasta Hat,Gemstone Ring,Common Wizard Staff,NaN,NaN
259,0xb2ff18975af49c522a410a75565bd475f4bac00f,83775,849000000000000000000,0xf31b3a8d219775aa71e942c7748e0174f4506d5f,1622263015,526,maLINK,125,8465,107,526,Mc Jame,4000000000000000000,95,78,28,96,95,85,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
260,0x49848c2eaba520dc3fe7f214f11a233b6d605ef4,83718,500000000000000000000,0x5a2f1beda5faddc973d482d2d9a2ef7041203ef6,1622252766,496,maAAVE,100,9368,112,502,^u^,233626459798240840,90,63,99,16,99,43,0,0,0,80,137,0,0,0,False,NaN,NaN,NaN,Sushi Bandana,Vote Sign,NaN,NaN,NaN
261,0x92fab452e2f14c7730f79031906e06326c916946,82736,1000000000000000000000,0x9ffe98f3a8d9faced7d88ac966d7f828a68adcf0,1622205537,515,maDAI,10,3344,104,544,NAME AAVEGOTCHI,25460326856635804997,89,10,39,80,93,98,78,140,66,136,64,100,0,0,False,Black Jeans,Elf Ears,Wizard Visor,Polygon Cap,Common Wizard Staff,Clutch,NaN,NaN
262,0x43ff4c088df0a425d1a519d3030a1a3dfff05cfd,83662,999000000000000000000,0xb04b318473306e843c8fe0b7d26c65b50ec21d71,1622198921,532,maWETH,245,4895,150,532,Umeshu,70034179821551100,81,95,77,84,97,92,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
263,0xc5592b6e87cd2195bb65a73aaa9f83b158578fa1,83273,549000000000000000000,0x52cc79276ee6f36ad9cb1a4504a6c6446b8a3699,1622194969,512,maDAI,170,2093,131,528,LV2+ HighBRP+ HighKinship,25000000000000000000,94,76,82,89,96,30,22,0,0,21,23,23,0,0,False,Captain Aave Suit,NaN,NaN,Captain Aave Mask,Captain Aave Shield,Captain Aave Shield,NaN,NaN
264,0xde7f8c013e1990dc827df64fd06e7bc6d8f02c20,83345,980000000000000000000,0xe4a4ce1517101324bc27bcc803f84af6afe3509b,1622194573,529,maDAI,245,4115,131,533,MetaMask,100000000000000000000,94,86,3,98,31,18,0,0,0,39,76,0,40,0,False,NaN,NaN,NaN,Foxy Mask,Big GHST Token,NaN,Foxy Tail,NaN
265,0x8ded09ffe3110d353f02dce34fb56e305e6ae4ac,83647,350000000000000000000,0x3921bc5c561010c785870c68a8f153ab7dd9a124,1622168446,496,maUSDC,5,5072,39,500,Spooky Joe,25000000,62,82,96,92,28,87,19,0,117,90,134,0,0,0,False,Aave Hero Shirt,NaN,Cool shades,Pajama Hat,L2 Sign,NaN,NaN,NaN
266,0x7217da65c0d55a4558c7e456902742f6101d9aec,82251,600000000000000000000,0x5551fa79f15ca4592a3950372fd3d4ee8be7b5cc,1622165760,504,maUSDT,80,8021,84,512,CAPTAIN CUTIE,25494149,68,95,8,96,20,69,22,0,0,21,0,23,0,0,False,Captain Aave Suit,NaN,NaN,Captain Aave Mask,NaN,Captain Aave Shield,NaN,NaN
267,0x49848c2eaba520dc3fe7f214f11a233b6d605ef4,83380,381000000000000000000,0x76e059c6ff6bf9fffd5f33afdf4ab2fd511c9df4,1622165554,394,maDAI,145,8453,81,398,smol ting,10010000000000000000,67,47,56,58,98,57,0,0,36,59,0,0,0,0,False,NaN,NaN,ETH Logo Glasses,Aagent Fedora Hat,NaN,NaN,NaN,NaN
268,0xc415040996590a6eb82ebb2b323b3fae84268e5d,83623,499000000000000000000,0x866aae40b55d79591cbb049de1fb4d08f5eb6cd0,1622149945,489,maWETH,85,1657,87,489,Calypso,17158544955387775,63,41,68,98,99,97,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
269,0x9e882c739493886ab2865803432d3140b6473bfc,81984,520000000000000000000,0x1c4ce1c0912784fe53b25d5cbbe015c0acf63af3,1622146717,493,maUNI,5,4601,39,493,NudeDude,1112581757677660721,81,68,7,94,63,89,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
270,0x0b81747f504dfc906a215e301d8b8ad82e44cbd2,76686,1001000000000000000000,0x71ed1ed34474469f09622377801da0a35363d2d7,1622133165,397,maAAVE,20,8074,41,397,Lamb,31055900621118010,82,55,47,32,14,50,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
271,0xed7d2286152b3ac0151b06e4f3dfba37acc5a634,83589,475000000000000000000,0x2f3045ce8f70757e5cbad58215134aedaf2e4ca4,1622127466,507,maWETH,55,5418,78,507,Nemesis,17159000000000000,88,12,4,71,82,78,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
272,0x2f3045ce8f70757e5cbad58215134aedaf2e4ca4,83576,545000000000000000000,0x2996bc3099f2b498408474d48f3b57b0b8f93df1,1622122167,507,maWETH,55,5418,78,507,Nemesis,17159000000000000,88,12,4,71,82,78,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
273,0x646b9eb5a9441e975a3ac89566449df0024473a0,83519,593690000000000000000,0xfd41bef1fd45d7db65fb8f4cd3804e4c8daff6b9,1622092409,490,maDAI,30,7211,226,498,HaMe HaMe Ha,25010000000000000000,58,96,28,12,89,83,22,0,36,90,64,0,0,0,False,Captain Aave Suit,NaN,ETH Logo Glasses,Pajama Hat,Common Wizard Staff,NaN,NaN,NaN
274,0x273eb2a0856789d6bf07c374d4270fa89bb045fc,83499,7999000000000000000000,0x7ac5d00bd439ef270d68063d3cc1409664c953fe,1622060503,549,maLINK,560,6260,132,622,Lil Gotchi,4200000000000000000,20,93,100,98,0,74,31,55,57,61,118,58,0,0,False,Jordan Suit,Aagent Headset,Aagent Shades,Legendary Wizard Hat,Water Jug,Aagent Pistol,NaN,NaN
275,0xb53cf0a586973ab15c0a045990d06b4fa083dd5a,83447,1799000000000000000000,0xc415040996590a6eb82ebb2b323b3fae84268e5d,1622056479,536,maUSDT,820,7863,166,564,Your XP are SAFU,100000000,89,5,84,97,93,73,112,0,0,111,123,0,0,0,False,Hazmat Suit,NaN,NaN,Hazmat Hood,Apple Juice,NaN,NaN,NaN
276,0xb53cf0a586973ab15c0a045990d06b4fa083dd5a,83457,780000000000000000000,0xdf14100b76a5b5fd46fba22b7ac124919cffc92a,1622052482,349,maAAVE,250,2056,168,349,Aramis Low BRS/XP/Kinship,32050000000000000,66,48,58,34,50,46,0,0,0,0,0,0,0,0,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
